Ürün Adı,İlk Dönem,Son Dönem,İlk Skor,Son Skor,Değişim,Mutlak_Değişim
TRENDYOLMİLLA Bordo Tek Kol Vücuda Oturan Aksesuar Detaylı Tül Esnek Örme Midi Kalem Elbise TWOSS24EL00174,2024-04,2024-10,0.947368,0.956989,0.009621,0.009621
TRENDYOLMİLLA Kırmızı A-Kesim Straplez Dokuma Şık Abiye Elbise TPRSS24EL00139,2024-05,2025-03,0.857143,0.866667,0.009524,0.009524
TRENDYOLMİLLA Siyah Belden AçılanMidi Kruvaze Piliseli Ayarlanabilir Askılı Esnek Örme Elbise TWOSS20EL2729,2022-03,2024-10,0.947368,0.956522,0.009153,0.009153
TRENDYOLMİLLA Siyah Vücuda Oturan Örme Parıltılı Pullu Örme Payet Şık Abiye Elbise TPRSS24EL00030,2024-03,2025-03,0.909091,0.9,-0.009091,0.009091
TRENDYOLMİLLA Bridal Ekru Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2022-04,2025-03,0.9375,0.928571,-0.008929,0.008929
TRENDYOLMİLLA Siyah Animal Shift Shally Maxi Dokuma Elbise TWOSS24EL00872,2024-05,2024-09,0.893443,0.884615,-0.008827,0.008827
Trendyol Curve Siyah Polo Yaka Çizgili Mini %100 Pamuk Örme Büyük Beden Elbise TBBSS24AH00006,2024-02,2025-03,0.866667,0.875,0.008333,0.008333
TRENDYOLMİLLA Lacivert A-Kesim Saten Dokuma Şık Abiye & Mezuniyet Elbise TPRAW25EL00040,2024-09,2025-03,0.9,0.891892,-0.008108,0.008108
TRENDYOLMİLLA Siyah Düğmeli Hakim Yaka Dokuma Ceket Elbise TWOAW24EL00422,2023-09,2025-03,0.785714,0.777778,-0.007937,0.007937
TRENDYOLMİLLA Altın Vücuda Oturan Örme Parıltılı Pullu Örme Payet Şık Abiye Elbise TPRSS24EL00030,2024-03,2025-03,0.85,0.842105,-0.007895,0.007895
TRENDYOLMİLLA Siyah Balıkçı Yaka Shift/Düz Mini Selanik Uzun Kollu Örme Elbise TWOAW20EL1110,2022-03,2025-01,0.956522,0.964286,0.007764,0.007764
TRENDYOLMİLLA Çok Renkli A Kesim Dik Yaka Çiçek Desenli Süper Mini Astarlı Dokuma Elbise TWOSS21EL2880,2022-03,2025-03,0.916667,0.909091,-0.007576,0.007576
TRENDYOLMİLLA Siyah Bisiklet Yaka Taş Detaylı Shift/Düz Mini Süet Örme Elbise TWOAW24EL00523,2023-09,2025-03,0.935484,0.928571,-0.006912,0.006912
TRENDYOLMİLLA Tarçın Dokuma Püsküllü Cut Out/Pencere Maxi Plaj Elbisesi TBESS21EL3624,2022-05,2024-08,0.875,0.868421,-0.006579,0.006579
TRENDYOLMİLLA Ekru Çiçek Desenli Belden Açılan V Yaka Mini Astarlı Şifon Dokuma Elbise TWOSS23EL01782,2023-03,2025-03,0.9,0.90625,0.00625,0.00625
TRENDYOLMİLLA Camel Leopar Desenli Kruvaze Yırtmaç Detaylı Maxi Dokuma Elbise TWOSS23EL01892,2023-06,2024-09,0.96,0.966102,0.006102,0.006102
TRENDYOLMİLLA Lacivert A Kesim Korsaj Detaylı V Yaka Maxi Dokuma Elbise TWOSS24EL00620,2024-04,2025-03,0.775281,0.78125,0.005969,0.005969
TRENDYOLMİLLA Siyah A-Kesim Poplin Dokuma Midi Şık Elbise TPRSS24EL00294,2024-08,2025-03,0.775,0.769231,-0.005769,0.005769
TRENDYOLMİLLA Beyaz Dokuma Şerit Aksesuarlı Mini Plaj Elbisesi TBESS21EL2759,2022-03,2024-09,0.833333,0.827586,-0.005747,0.005747
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2022-07,2025-01,0.818182,0.8125,-0.005682,0.005682
TRENDYOLMİLLA Limited Edition Siyah Fitted/Vücuda Oturan Örme Maxi Esnek Kalem Elbise TWOSS24EL00563,2024-04,2025-03,0.90625,0.911765,0.005515,0.005515
TRENDYOLMİLLA Ekru Vücudu Saran Yırtmaçlı Askılı Astarlı Midi Kalem Etek Dokuma Elbise TWOSS19BB0216,2022-03,2024-12,0.894737,0.9,0.005263,0.005263
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2022-03,2025-03,0.925926,0.931034,0.005109,0.005109
TRENDYOLMİLLA Mavi Çiçek Desenli Düz Kesim Halter Yaka Mini Astarlı Şifon Dokuma Elbise TWOSS23EL02293,2023-06,2025-03,0.891892,0.886792,-0.005099,0.005099
Trendyol Curve Bordo Dokuma Yırtmaçlı Elbise TBBSS22AH0012,2023-01,2025-02,0.857143,0.862069,0.004926,0.004926
TRENDYOLMİLLA Mavi Çiçekli Baskılı Parlak Yüzeyli Kayık Kaya Vücuda Oturan Esnek Örme Kalem Elbise TWOSS24EL00528,2024-06,2025-03,0.942308,0.9375,-0.004808,0.004808
TRENDYOLMİLLA Siyah Düz Bodycone Straplez Detaylı Finike Mini Dokuma Gömlek Elbise TWOSS24EL00751,2024-02,2025-03,0.769231,0.773585,0.004354,0.004354
TRENDYOLMİLLA Haki Maxi Dokuma Sırt Dekolteli Keten Karışımlı Plaj Elbisesi TBESS24EL00096,2024-05,2025-03,0.866667,0.8625,-0.004167,0.004167
TRENDYOLMİLLA Kiremit Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2023-08,2025-02,0.823529,0.827586,0.004057,0.004057
TRENDYOLMİLLA Siyah Bodycone Sıfır Kol Yırtmaçlı Fırfır Detaylı Esnek Kalın Sandy Maxi Kalem Elbise TWOSS24EL00688,2024-03,2025-03,0.946429,0.95,0.003571,0.003571
TRENDYOLMİLLA Bridal Ekru Dokuma Abiye Gece Elbise TPRSS21EL0053,2022-04,2024-12,0.818182,0.814815,-0.003367,0.003367
TRENDYOLMİLLA Pembe Çizgili Kruvaze Yaka Midi Dokuma Elbise TWOSS23EL02233,2023-05,2024-10,0.765957,0.769231,0.003273,0.003273
TRENDYOLMİLLA Beyaz Dokuma %100 Pamuk Brode Detaylı Mini Plaj Elbisesi TBESS21EL1248,2022-04,2024-08,0.954545,0.957447,0.002901,0.002901
TRENDYOLMİLLA Plaj Giyim Geometrik Desenli Dokuma %100 Pamuk Balon Kollu Mini Elbise TBESS21EL2771,2022-03,2024-11,0.869565,0.866667,-0.002899,0.002899
Trendyol Curve Bordo Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000,2022-07,2025-02,0.842105,0.84,-0.002105,0.002105
Trendyol Curve Siyah Puantiyeli A-line Mini Örme Elbise Büyük Beden Elbise TBBAW23AH00003,2022-10,2025-03,0.923077,0.921053,-0.002024,0.002024
TRENDYOLMİLLA Haki Kemerli Düğmeli Dokuma Ceket Elbise TWOAW22EL0446,2022-03,2025-03,0.921569,0.923077,0.001508,0.001508
TRENDYOLMİLLA Kahverengi Leopar Desenli Düz Kesim Mini Saten Dokuma Elbise TWOSS24EL01065,2024-06,2025-03,0.795918,0.79661,0.000692,0.000692
TRENDYOLMİLLA Siyah Fitted/Vücuda Oturan Askılı Maxi Esnek Örme Kalem Elbise TWOSS23EL02435,2023-07,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Siyah Kalın Askılı Fitted/Vücuda Oturan Esnek Örme Maxi Kalem Elbise TWOSS24EL00137,2024-02,2025-02,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Siyah Vücuda Oturan Parlak Taşlı Dokuma Şık Abiye Elbise TPRSS24EL00128,2024-05,2025-03,0.933333,0.933333,0.0,0.0
TRENDYOLMİLLA Çok Renkli Kuşaklı Eteği Volanlı Astarlı Şifon Mini Dokuma Kışlık Elbise TWOAW24EL00665,2023-09,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Çok Renkli A-Kesim Çiçek Desenli Fırfırlı Örme Tül Elbise TPRSS24EL00133,2024-03,2025-02,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Çok Renkli Astarlı A-Kesim Çiçek Desenli Örme Tül Kısa Şık Abiye Elbise TPRSS23EL00144,2023-03,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Mavi Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2022-09,2025-02,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Mavi Animal Shift Boyundan Bağlamalı Halter Yaka Shally Maxi Dokuma Elbise TWOSS24EL00872,2024-04,2025-03,0.842105,0.842105,0.0,0.0
TRENDYOLMİLLA Plaj Giyim Soyut Desenli Mini Dokuma Cut Out/Pencere %100 Pamuklu Elbise TBESS23EL00175,2023-03,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Mavi Vücuda Oturan Astarlı Parıltılı Örme Kısa Şık Abiye Elbise TPRSS23EL00425,2023-03,2025-02,0.818182,0.818182,0.0,0.0
TRENDYOLMİLLA Lacivert Polo Yaka Skater/Belden Açılan Pamuklu Esnek Örme Midi Elbise TWOSS24EL00480,2024-05,2024-12,0.833333,0.833333,0.0,0.0
TRENDYOLMİLLA Kırmızı Eteği Belden Açılan Pamuk Karışımlı Maxi Dokuma Elbise TWOSS24EL00386,2024-03,2024-12,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Kahverengi Fitted/Vücuda Oturan Askılı Maxi Esnek Örme Kalem Elbise TWOSS23EL02435,2023-09,2025-03,1.0,1.0,0.0,0.0
Trendyol Curve Koyu Kahverengi Polo Yaka Fitilli Triko Elbise TBBAW23AH00002,2022-08,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Haki Kruvaze Dokuma Elbise TWOAW24EL00737,2023-09,2025-03,0.870968,0.870968,0.0,0.0
TRENDYOLMİLLA Haki Dokulu Kumaş Fitted/Vücuda Oturan Ay Kol Esnek Örme Midi Kalem Elbise TWOSS24EL00103,2024-02,2025-03,1.0,1.0,0.0,0.0
TRENDYOLMİLLA Indigo Geniş Kesim Gömlek Yaka Maxi Dokuma Elbise TWOSS24EL00861,2024-04,2024-12,0.8,0.8,0.0,0.0
TRENDYOLMİLLA Bordo Kruvaze Yaka Cut Out/Pencere Detaylı Örme Şık Abiye Elbise TPRAW23EL00272,2022-09,2025-03,1.0,1.0,0.0,0.0
